indx,singers_sex,singers_leader,singers_dance,audience_dance,religious,trance,ceremony,informal,appear,restrict,mimic,nowords,child_by,child_for,compose,improv,clap,stomp,instrument,cite_text_manual,cite_url_manual,cite_page_manual
4401,Both sexes,0,0,0,0,0,1,0,0,1,0,.,0,0,1,0,0,1,1,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,60-a
4402,.,.,1,0,0,0,1,0,1,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,62-b
4403,Male,1,1,0,0,0,1,0,1,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,62-b
4404,.,0,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,62-a
4405,Male,0,0,1,0,0,1,0,1,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,62-b
4406,Male,0,0,0,0,0,0,0,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,61-b
4407,Male,1,.,.,0,0,1,0,0,1,0,.,0,0,1,0,.,1,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,65-a
4408,.,.,.,.,0,0,0,0,0,1,0,.,1,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,66-b
4409,Both sexes,0,1,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,66-b
4410,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,67-a
4411,.,.,1,1,0,0,1,0,1,1,0,.,0,1,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,68-b
4412,.,.,1,1,0,0,1,0,0,1,0,.,0,1,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,68-b
4413,.,.,0,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,73-b
4414,Male,0,.,.,0,0,1,0,1,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,77-a
4415,Female,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,79-a
4416,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,81-a
4417,Male,0,0,0,0,0,.,0,1,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,81-a
4418,.,.,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,82-b
4419,Both sexes,0,1,0,0,0,1,0,0,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,81-b
4420,.,0,0,0,0,0,1,0,0,1,0,.,0,0,.,0,.,1,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,81-b
4421,Both sexes,0,0,0,0,0,1,0,0,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,81-b
4422,.,0,.,.,0,0,.,0,0,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,83-b
4423,.,0,.,.,0,0,0,1,0,0,0,.,1,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,84-a
4424,Male,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,0,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,86-a
4425,Female,0,0,0,0,0,0,0,0,1,0,.,0,0,0,0,0,0,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,88-b
4426,Male,0,.,.,0,0,0,0,0,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,90-a
4427,Male,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,91-b
4428,Male,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,93-b
4429,.,0,0,1,0,0,.,0,1,0,0,.,0,0,1,0,.,.,1,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,94-b
4430,Male,0,1,1,0,0,0,0,1,0,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,97-b
4431,Male,0,.,.,0,0,0,0,0,1,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,103-a
4432,.,0,.,.,1,0,1,0,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,111-b
4433,.,0,0,1,0,1,1,0,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,112-a
4434,Male,0,0,0,1,0,1,0,1,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,112-a
4435,.,0,.,.,1,0,0,0,1,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,115-b
4436,.,0,.,.,1,0,1,0,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,115-b
4437,.,0,0,0,1,0,0,0,1,1,0,.,0,0,0,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,119-b
4438,.,0,1,1,1,0,1,0,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,120-a
4439,.,0,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,121-a
4440,.,0,.,.,0,0,.,.,0,1,0,.,0,0,1,0,.,.,0,"Olson, Ronald L. (Ronald LeRoy). 1967. “Social Structure And Social Life Of The Tlingit In Alaska.” Anthropological Records. Berkeley: University of California Press.",http://ehrafworldcultures.yale.edu/document?id=na12-019,123-b
4441,.,0,1,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Rathburn, Robert Richard. 1988. “Processes Of Russian-Tlingit Acculturation In Southeastern Alaska.” Ann Arbor, Michigan: University Microfilms.",http://ehrafworldcultures.yale.edu/document?id=na12-026,163
4442,.,0,1,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Rathburn, Robert Richard. 1988. “Processes Of Russian-Tlingit Acculturation In Southeastern Alaska.” Ann Arbor, Michigan: University Microfilms.",http://ehrafworldcultures.yale.edu/document?id=na12-026,163
4443,.,0,.,.,0,0,.,.,0,1,0,.,0,0,1,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4444,.,0,.,.,1,0,.,.,0,1,0,.,0,0,1,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4445,.,0,.,.,1,0,.,0,0,1,0,.,0,0,1,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4446,.,0,1,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4447,.,0,.,.,0,0,.,0,0,1,0,.,0,0,1,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4448,.,0,.,.,0,0,.,0,0,1,0,.,0,0,1,0,.,.,0,"Corporation, Sealaska, Nora Dauenhauer, Richard Dauenhauer, Sealaska Elders Conference (St, and Alaska) Sitka. 1981. “‘Because We Cherish You--’: Sealaska Elders Speak To The Future.” Juneau, Alaska: Sealaska Heritahe Foundation Press.",http://ehrafworldcultures.yale.edu/document?id=na12-023,v
4449,.,0,1,.,0,0,1,0,0,1,0,.,0,0,1,0,.,.,0,"Swanton, John Reed. 1905. “Social Condition, Beliefs, And Linguistic Relationship Of The Tlingit Indians.” Washington, D.C.: Smithsonian Institution.",http://ehrafworldcultures.yale.edu/document?id=na12-010,437
4450,.,0,.,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Swanton, John Reed. 1905. “Social Condition, Beliefs, And Linguistic Relationship Of The Tlingit Indians.” Washington, D.C.: Smithsonian Institution.",http://ehrafworldcultures.yale.edu/document?id=na12-010,437
4451,.,1,.,.,0,0,.,0,0,1,0,.,0,0,1,0,.,.,0,"Swanton, John Reed. 1905. “Social Condition, Beliefs, And Linguistic Relationship Of The Tlingit Indians.” Washington, D.C.: Smithsonian Institution.",http://ehrafworldcultures.yale.edu/document?id=na12-010,440
4452,.,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Tollefson, Kenneth D. 1988. “Cultural Foundation Of Political Revitalization Among The Tlingit.” Ann Arbor, Michigan: Xerox University Microfilms.",http://ehrafworldcultures.yale.edu/document?id=na12-027,154
4453,.,.,.,.,0,0,1,0,0,0,0,.,0,0,1,0,.,.,0,"Tollefson, Kenneth D. 1988. “Cultural Foundation Of Political Revitalization Among The Tlingit.” Ann Arbor, Michigan: Xerox University Microfilms.",http://ehrafworldcultures.yale.edu/document?id=na12-027,154
4454,.,.,.,.,0,0,.,.,0,0,0,.,0,1,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,259
4455,.,.,.,.,0,0,.,.,0,0,0,.,0,1,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,259
4456,.,.,.,.,1,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,274
4457,Both sexes,1,.,.,1,0,1,0,1,0,0,.,0,0,.,1,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,272
4458,.,.,0,0,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,273
4459,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,273
4460,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,273
4461,Male,1,.,.,1,0,1,0,1,1,0,.,0,0,.,0,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,272
4462,.,.,1,.,0,0,1,1,0,0,0,.,1,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,292
4463,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,294
4464,.,1,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,292
4465,Both sexes,1,.,.,0,0,.,.,1,1,0,.,0,0,.,0,1,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,295
4466,Both sexes,.,1,.,0,0,.,.,1,0,1,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,296
4467,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,295
4468,Both sexes,0,1,.,0,0,.,.,0,0,0,.,0,0,.,0,1,1,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,296
4469,Male,1,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,295
4470,Male,1,1,.,0,0,.,.,0,0,0,.,0,0,.,0,1,1,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,"296, 297"
4471,Male,1,1,.,0,0,.,.,0,0,1,.,0,0,.,0,1,1,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,297
4472,.,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,298
4473,.,.,.,.,0,0,.,.,1,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,299
4474,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,300
4475,Male,0,.,.,0,0,1,0,1,1,0,.,0,0,.,0,.,0,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,299
4476,Male,1,1,.,0,0,1,.,1,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,301
4477,Both sexes,0,1,.,0,0,1,0,1,0,0,.,0,0,.,0,1,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,302
4478,.,1,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,308
4479,.,1,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,308
4480,Male,.,1,.,0,0,1,0,1,1,0,.,0,0,.,0,.,.,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,305
4481,.,.,.,.,1,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,310
4482,.,.,1,.,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,311
4483,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,311
4484,.,0,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,315
4485,Both sexes,.,.,0,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,316
4486,.,.,1,.,0,0,1,0,0,1,0,.,0,0,.,0,.,.,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,316
4487,.,1,1,.,0,0,1,0,1,0,0,.,0,0,0,0,0,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,316
4488,.,1,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,316
4489,.,0,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,317
4490,.,.,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,317
